abstract,approximate_characters,author,average_characters_per_page,empty_pages,extractable_text,file_name,keywords,likely_ocr_needed,page_count,reason,sections,size_bytes,status,title,year
,62288,Filipe Maia Garcia,1946.5,[],True,Filipe_Garcia_CEST.pdf,"[""BNCC"", ""ENEM"", ""Análise De Conteúdo""]",False,32,,"[""None"", ""ANÁLISE COMPARATIVA ENTRE A MATRIZ DO ENEM E DA BNCC NA ÁREA DE CONHECIMENTO DE MATEMÁTICA"", ""Banca Examinadora"", ""1.  INTRODUÇÃO 1.1 CONTEXTUALIZAÇÃO"", ""1.  INTRODUÇÃO 1.1 CONTEXTUALIZAÇÃO > 1.2 JUSTIFICATIVA"", ""2. METODOLOGIA"", ""E também como:"", ""3. ENEM"", ""4. BNCC"", ""TABELA 3 - OBJETOS DO CONHECIMENTO ENEM"", ""FIGURA 2 - Habilidades na BNCC"", ""TABELA 4 - BNCC HABILIDADES DE MATEMÁTICA"", ""5. RESULTADOS"", ""5. RESULTADOS > 5.1. COMPETÊNCIA E HABILIDADE"", ""5. RESULTADOS > 5.2. CONTEXTUALIZAÇÃO E INTERDISCIPLINARIDADE"", ""5. RESULTADOS > 5.3. DIFERENÇAS RELEVANTES"", ""6. CONSIDERAÇÕES FINAIS"", ""7.  REFERÊNCIAS""]",1007433,ok,ANÁLISE COMPARATIVA ENTRE A MATRIZ DO ENEM E DA BNCC NA ÁREA DE CONHECIMENTO DE MATEMÁTICA,2022
"Este trabalho busca utilizar a história da matemática como uma ferramenta de ensino para os conceitos iniciais de cálculo, tendo um foco maior no cálculo diferencial. Pensando nisso, estabeleceu-se o seguinte objetivo: Propor uma forma de introduzir os conceitos iniciais de cálculo utilizando as ideias originais de Fermat e Leibniz. A ideia de utilizar estes autores, vem justamente por terem sido precursores do cálculo, e acreditarmos que a forma como o cálculo se originou ser mais intuitiva.  Para se alcançar  este  objetivo,  o  estudo  foi  feito  através  de  análise  bibliográfica  de  vários trabalhos e uma análise dos textos principais de Leibniz e Fermat sobre o assunto de máximos e mínimos. No intuito de facilitar esse e futuros estudos, todos os principais textos  utilizados  foram  traduzidos  e  entraram  em  anexo  deste  TCC.  Baseado  na análise feita, foi realizada como uma ideia inicial para uma oficina.
",228060,Francisco Augusto Sampaio Jorge,2111.67,[4],True,Francisco_Jorge_CEST.pdf,"[""Leibniz"", ""Fermat"", ""Cálculo Diferencial"", ""História da Matemática""]",False,108,Há páginas sem texto extraível.,"[""None"", ""Instituto Federal de Educação, Ciência e Tecnologia de Brasília Campus Estrutural Licenciatura em Matemática"", ""UMA PROPOSTA DE INTRODUÇÃO AO CÁLCULO UTILIZANDO AS IDEIAS ORIGINAIS DE FERMAT E LEIBNIZ"", ""FRANCISCO AUGUSTO SAMPAIO JORGE"", ""Dados da Catalogação na Publicação Elaboração Lara Batista Carneiro Botelho CRB1-2434"", ""RESUMO"", ""ABSTRACT"", ""SUMÁRIO"", ""1 INTRODUÇÃO"", ""2 O PROBLEMA NA DISCIPLINA DE CÁLCULO"", ""3 HISTÓRIA DA MATEMÁTICA"", ""4 UM POUCO DE HISTÓRIA E TEORIAS"", ""4.1 Eudoxo"", ""4.2 Arquimedes"", ""4.3 Apolônio"", ""4.4 Século XVI e o formalismo"", ""4.5 Pierre de Fermat"", ""4.6 Gottfried Wilhelm Leibniz"", ""5 METODOLOGIA"", ""5.1 Os Textos de Fermat e Leibniz"", ""5.2 Método de Análise"", ""5.3 A Proposta"", ""6  ANÁLISE DOS TEXTOS"", ""6.1 Fermat"", ""6.1 Fermat > 6.1.1  Método de Fermat"", ""6.1 Fermat > 6.1.2 Explicações"", ""6.1 Fermat > 6.1.3  Exemplos"", ""6.2 Leibniz"", ""6.2 Leibniz > 6.2.1 Método de Leibniz"", ""6.2 Leibniz > 6.2.2 Explicações"", ""6.2 Leibniz > 6.2.3  Exemplos"", ""7  A PROPOSTA"", ""7.1 Proposta"", ""8  CONSIDERAÇÕES FINAIS"", ""REFERÊNCIAS"", ""ANEXO 1 - NOVO MÉTODO PARA ENCONTRAR MÁXIMOS E MÍNIMOS"", ""MATEMÁTICA; N°. XIII. A NOVO MÉTODO"", ""PARA ENCONTRAR MÁXIMOS E  MÍNIMOS,"", ""ANEXO 2 - MÉTODO DE FERMAT PARA PONTOS DE MÁXIMO, MÍNIMO E TANGENTES. UMA RECONTRUÇÃO"", ""O MÉTODO DE ESTUDO DE MÁXIMOS E MÍNIMOS 16 Pierre de Fermat"", ""TANGENTES E LINHAS CURVAS"", ""II CENTRO DE GRAVIDADE DO CONÓIDE PARABÓLICO SEGUINDO O MESMO MÉTODO"", ""18"", ""III SOBRE O MESMO MÉTODO"", ""IV O MÉTODO DE MÁXIMO E MÍNIMO"", ""VI O MESMO MÉTODO"", ""PROBLEMA ENVIADO PARA O REVERENDO PADRE MERSENNE"", ""VII EM 10 DE NOVEMBRO, 1642"", ""VIII ANÁLISE POR REFRAÇÃO 24"", ""IX SÍNTESES PARA REFRAÇÕES""]",2517118,warning,UMA PROPOSTA DE INTRODUÇÃO AO CÁLCULO UTILIZANDO AS IDEIAS ORIGINAIS DE FERMAT E LEIBNIZ,2022
,1500,,166.67,"[1, 2, 4, 5, 6, 7, 8]",True,Gabriela_Pinto_CEST.pdf,[],True,9,Pouco texto extraível; OCR provavelmente necessário.,"[""None"", ""GABRIELLA MARIANA RODRIGUES PINTO"", ""CLUBE DE LEITURA DE POPULARIZAÇÃO DA MATEMÁTICA COMO ESTRATÉGIA PARA ENGAJAMENTO DE ESTUDANTES DO ENSINO MÉDIO EM MATEMÁTICA""]",973797,warning,,
"Atualmente, muito tem se discutido sobre a importância da criptografia na segurança dos dados utilizados a todo momento em um mundo cada vez mais informatizado. Com isso, se torna de suma importância discutir como se dá o processo de criptografia, com enfoque no método mais utilizado atualmente, RSA. Este trabalho tem a intenção de discutir e fundamentar esse método criptográfico e pormenorizar os passos que o compõe, como alternativa para o desenvolvimento do pensamento computacional. Primeiramente, será feita uma discussão sobre pensamento computacional e metodologias ativas e sobre o processo evolutivo da criptografia. Em um segundo momento, um aporte teórico acerca das bases matemáticas para o entendimento da criptografia RSA e, por último, a enunciação do método em si.
Palavras-chaves : Criptografia; RSA; Teoria dos Números.",107344,Guilherme Guimarães de Miranda,1703.87,[4],True,Guilherme _Miranda_CEST.pdf,[],False,63,Há páginas sem texto extraível.,"[""None"", ""Instituto Federal de Brasília Campus Estrutural Licenciatura em Matemática"", ""GUILHERME GUIMARÃES DE MIRANDA"", ""CRIPTOGRAFIA RSA"", ""Criptografia RSA"", ""Dados da Catalogação na Publicação Elaboração Walison A. Oliveira CRB1-3477"", ""M672c"", ""Agradecimentos"", ""Resumo"", ""Abstract"", ""Lista de ilustrações"", ""Sumário"", ""1 Introdução"", ""2 Pensamento computacional e a BNCC"", ""2.1 Resolução de problemas"", ""2.2 Pensamento computacional na BNCC"", ""2.3 Metodologias ativas e criptografia"", ""2.3 Metodologias ativas e criptografia > 2.3.1 Ideias de atividades para o ensino de criptografia"", ""3 História da criptografia"", ""3.1 Crifra de Transposição"", ""3.2 Cifra de Substituição"", ""3.2 Cifra de Substituição > 3.2.1 Cifra de César"", ""3.2 Cifra de Substituição > 3.2.2 Cifras de Substituição polialfabéticas"", ""3.3 Mecanização da criptografia"", ""4 Introdução a Teoria dos Números"", ""4.1 Princípio da Boa Ordenação (PBO)"", ""4.2 Principio da Indução Finita"", ""4.3 Divisibilidade e Máximo Divisor Comum"", ""Demonstração."", ""4.4 Números primos e o Teorema Fundamental da Aritmética"", ""Unicidade"", ""5 Aritmética modular"", ""6 Método de criptografia RSA"", ""6.1 Carecterísticas dos números primos"", ""Teorema 6.1.1. Existem infinitos números primos."", ""6.2 Pré codificação"", ""6.3 Codificação e decodificação"", ""6.4 Escolhendo p , q e k"", ""6.5 Prova da funcionalidade do método RSA"", ""6.6 Porque o RSA é seguro"", ""Considerações Finais"", ""Referências""]",1735601,warning,CRIPTOGRAFIA RSA,2022
"O ensino tradicional da combinatória muitas vezes se baseia na memorização de fórmulas sem uma compreensão aprofundada do raciocínio por trás delas, o que pode gerar dificuldades tanto para os professores quanto para os estudantes. É essencial que as fórmulas sejam consequência do desenvolvimento do raciocínio combinatório ao resolver problemas. Nesse sentido, recursos didáticos que promovam o raciocínio combinatório de maneira significativa e contextualizada são de extrema importância. Um recurso promissor é o jogo, que desperta o interesse dos alunos e  os  engaja  na  resolução  de  problemas  combinatórios.  O  objetivo  principal  deste  artigo  é analisar o impacto da aplicação do Jogo da Senha no Ensino Médio quanto ao desenvolvimento do  raciocínio  combinatório.  A  relevância  do  tema  foi  identificada  por  meio  de  pesquisas documentais em textos norteadores da Educação Básica e levantamentos bibliográficos sobre o ensino  e  a  aprendizagem  do  raciocínio  combinatório.  Essa  relevância  foi  confirmada  pelos insuficientes níveis de proficiência dos alunos nesse tema, evidenciados pelos resultados do SAEB, assim como pela análise de Projetos Pedagógicos de Cursos (PPCs) de Licenciaturas em Matemática de Instituições de Ensino Superior (IES) do Distrito Federal, que revelaram desafios  na  formação  dos  docentes.  A  metodologia  adotada  neste  estudo  segue  o  modelo ADDIE,  que  compreende  as  fases  de  análise,  design,  desenvolvimento,  implementação  e avaliação. Na fase de avaliação este artigo conduziu-se para os níveis de reação e aprendizagem propostos  por  Kirkpatrick.  Como  ferramentas  para  avaliar  esses  níveis,  foi  adaptado  um questionário de reação do estudante ao jogo e elaborado um questionário de pré e pós-teste para verificar a aprendizagem, permitindo uma validação qualitativa dos dados gerados. O jogo foi aplicado  em  uma  turma  do  3º  ano  do  Ensino  Médio  do  Instituto  Federal  de  Brasília  e  os resultado",93039,Gustavo Henrique Fontinele da Silva,1979.55,[],True,Gustavo_Silva_CEST.pdf,"[""raciocínio combinatório"", ""jogo da senha"", ""modelo ADDIE""]",False,47,,"[""None"", ""Instituto Federal de Brasília Campus Estrutural Licenciatura em Matemática"", ""GUSTAVO HENRIQUE FONTINELE DA SILVA"", ""RACIOCÍNIO COMBINATÓRIO: APLICAÇÃO E VALIDAÇÃO DO JOGO DA SENHA NO ENSINO MÉDIO"", ""RESUMO"", ""ABSTRACT"", ""Figuras"", ""LISTA DE ILUSTRAÇÕES"", ""LISTA DE TABELAS"", ""SUMÁRIO"", ""1 INTRODUÇÃO E JUSTIFICATIVA"", ""1.1 Formação do professor de matemática"", ""1.2 Combinatória em documentos oficiais da educação básica"", ""2 REFERENCIAL TEÓRICO"", ""2.1 Desenvolvimento do raciocínio combinatório"", ""2.2 Desempenho dos estudantes do ensino médio em combinatória no SAEB"", ""2.3 Recursos didáticos para o ensino da combinatória"", ""2.3 Recursos didáticos para o ensino da combinatória > 2.3.1 Jogos na Educação Matemática"", ""2.4 Jogo da Senha ou Mastermind"", ""Regras e Dinâmica do Jogo:"", ""3 OBJETIVO GERAL"", ""3.1 Objetivos específicos"", ""4 METODOLOGIA"", ""4.1 Análise"", ""4.2 Design"", ""4.3 Desenvolvimento"", ""4.4 Implementação > 4.4.1 Aula 1 (08/05/2023)"", ""4.4 Implementação > 4.4.2 Aula 2 (15/05/2023)"", ""4.4 Implementação > 4.4.3 Aula 3 (29/05/2023)"", ""4.4 Implementação > 4.4.4 Aula 4 (12/06/2023)"", ""4.5 Avaliação > 4.5.1 Avaliação de Reação (Nível 1 de Kirkpatrick)"", ""4.5 Avaliação > 4.5.2 Avaliação de Aprendizagem (Nível 2 de Kirkpatrick)"", ""5 CONSIDERAÇÕES FINAIS"", ""REFERÊNCIAS"", ""APÊNDICE A - RESPOSTAS QUESTÃO ABERTA"", ""Com base em sua experiência com o jogo da senha, você teria alguma sugestão de melhoria ou alguma outra observação que gostaria de compartilhar?""]",1924409,ok,Raciocínio Combinatório: Aplicação e Validação do Jogo da senha no Ensino Médio,2023
"O aumento do consumo da população nas últimas décadas no Brasil resultou em problemas financeiros, especialmente entre os jovens, devido à falta de informação e formação financeira. Cartões de crédito estão no topo da lista quando se fala em inadimplência. Com o objetivo de auxiliar os processos educacionais na educação financeira, este trabalho propõe uma análise qualitativa experimental de uma adaptação do jogo cashflow para o Ensino Médio. Na nossa abordagem metodológica, decidimos utilizar o modelo ADDIE, que nos proporciona uma estrutura organizada e flexível, permitindo o desenvolvimento de materiais de aprendizagem e personalização conforme as necessidades específicas do público-alvo. Obtivemos uma adaptação bem-sucedida do jogo cashflow , traduzida para a realidade brasileira, e implementada em sala de aula. A recepção docente e discente foi satisfatória, na medida em que docentes apreciaram a atividade elaborada e discentes apresentaram notável envolvimento e empolgação pela natureza lúdica da intervenção. Por fim, foi possível refletir, frente às adversidades encontradas durante a aplicação, que a validação da adaptação do jogo cashflow enquanto Recurso Didático passa por um levantamento de dados e ferramentas que não foram viáveis na presente pesquisa, mas são cabíveis como desdobramento natural deste trabalho.
",57323,Hyago Melo Lima,1592.31,[],True,Hyago_Lima.pdf,"[""Educação Financeira"", ""Recursos didáticos"", ""adaptação de jogos"", ""modelo ADDIE"", ""pesquisa de desenvolvimento""]",False,36,,"[""None"", ""Instituto Federal de Brasília Campus Estrutural Licenciatura em Matemática"", ""HYAGO MELO LIMA"", ""EDUCAÇÃO FINANCEIRA EM SALA DE AULA: UMA ADAPTAÇÃO DO CASHFLOW COMO RECURSO DIDÁTICO PARA O ENSINO MÉDIO"", ""RESUMO"", ""ABSTRACT"", ""Sumário"", ""1 INTRODUÇÃO E JUSTIFICATIVA"", ""1.1 Histórico recente financeiro: políticas e norteadores educacionais"", ""1.2 Quadro atual da inadimplência e do endividamento no Brasil"", ""1.3 Jogos e educação financeira"", ""2 OBJETIVO GERAL"", ""2.1 Objetivos específicos"", ""3 METODOLOGIA"", ""1- Análise ( Analysis ):"", ""2- Design:"", ""3- Desenvolvimento ( Development ):"", ""4- Implementação ( Implementation ):"", ""5- Avaliação ( Evaluation ):"", ""3.1 CONSTRUÇÃO DA ADAPTAÇÃO DO JOGO"", ""Foto 4 - exemplo dos cartões de profissões"", ""Sua Profissão"", ""YOUTUBER"", ""SALÁRIO:R$50.000"", ""GASTOSPORFILHO:R$3.000"", ""3.2 APLICAÇÃO DO JOGO"", ""3.3 OBSERVAÇÕES PÓS-JOGO"", ""Gráfico 5 - Pergunta extra 2"", ""Fonte: autor"", ""4 CONCLUSÕES"", ""REFERÊNCIAS"", ""Ações MYT4U Eletrônicos""]",2032321,ok,Educação Financeira em sala de aula: uma adaptação do Cashflow como recurso didático para o Ensino Médio,2023
"Visando as problemáticas que permeiam os processos de ensino e aprendizagem em Cálculo 1, o presente artigo propõe um material didático que trata a respeito de certos pontos  do  conteúdo  referente  a  limites  e  continuidades.  Utilizando  o  software GeoGebra  e  seu  ambiente  de  integração  de  gráfico  e  texto,  GGbook,  é  possível desenvolver  um  livro  digital  apanhando  uma  variedade  de  atividades  que  visem trabalhar habilidades inerentes a essa base tecnológica. O objetivo deste trabalho foi, portanto,  propor  um  material  didático,  apresentando  construções,  inerentes  às habilidades  da  base  tecnológica  de  Limite  e  Continuidade,  utilizando  o software GeoGebra. Para fundamentar os objetivos deste material, utilizando da Taxonomia revisada de Bloom, como metodologia de apoio, e ainda, uma sugestão para futuras aplicações deste.
",53378,Igor Matsumoto Nobre de Castro,1404.68,[3],True,Igor_Castro_CEST.pdf,"[""Cálculo 1. GeoGebra. GGbook. Limites. Continuidades""]",False,38,Há páginas sem texto extraível.,"[""None"", ""Instituto Federal de Brasília Campus Estrutural Licenciatura em Matemática"", ""IGOR MATSUMOTO NOBRE DE CASTRO"", ""EXPLORANDO O GEOGEBRA NOS PROCESSOS DE ENSINO E"", ""proposta de material didático"", ""Brasília 2022"", ""EXPLORANDO O GEOGEBRA NOS PROCESSOS DE ENSINO E APRENDIZAGEM DE LIMITES E CONTINUIDADES NO CÁLCULO 1: Uma"", ""RESUMO"", ""ABSTRACT"", ""Figuras"", ""LISTA DE ILUSTRAÇÕES"", ""SUMÁRIO"", ""1 INTRODUÇÃO"", ""2 METODOLOGIA"", ""3 MATERIAL"", ""3.1 Atividade 1: Noção intuitiva"", ""3.2 Atividade 2: Definição de limite"", ""3.3 Atividade 3: Limites laterais"", ""Roteiro 1: Limites Laterais à esquerda"", ""Roteiro 2: Limites Laterais à direita"", ""3.4 Atividade 4: Limites no infinito"", ""Roteiro 2: Exemplo 2"", ""Roteiro 3: Exemplo 3"", ""3.5 Atividade 5: Teorema do Confronto"", ""3.6 Atividade 6: Funções Contínuas"", ""3.7 Atividade 7: Definição de função contínua"", ""4 CONCLUSÃO"", ""REFERÊNCIAS""]",557118,warning,EXPLORANDO O GEOGEBRA NOS PROCESSOS DE ENSINO E APRENDIZAGEM DE LIMITES E CONTINUIDADES NO CÁLCULO 1: Uma proposta de material didático,2022
"Este trabalho trata-se do Trabalho de Conclusão de Curso que apresenta os resultados da pesquisa a respeito da Matemática presente no cotidiano de trabalho de catadores e catadoras da Cidade Estrutural organizados em cooperativas vinculadas à Central das Cooperativas de Catadores do Distrito Federal, a CENTCOOP. Assim, seguindo os princípios da Etnomatemática, a pesquisa buscou estabelecer um diálogo com um grupo voluntário de catadores que estavam interessados em participar de um projeto de extensão do IFB Campus Estrutural para inclusão escolar. O grupo respondeu a entrevistas estruturadas no formulário de inscrição do projeto e os cooperados compartilharam dos processos e rotinas de trabalho. Além das entrevistas estruturadas, foi realizada uma entrevista mais aberta com a presidente da cooperativa Ambiente. Assim, a presente pesquisa apresenta os resultados de um estudo da cultura matemática já desenvolvida pelos catadores e catadoras de materiais recicláveis nos centros de triagem da Cidade Estrutural nestes anos de experiências de trabalho acumuladas. Além disso, a pesquisa apresenta um esforço no sentido de relacionar essa cultura matemática com a matemática acadêmica formal, à medida em que oferece subsídio para currículos e materiais didáticos voltados à formação desse público no Campus Estrutural.
",103632,Jaqueline Stefany dos Santos da Rocha,1818.11,[3],True,Jaqueline_Rocha_CEST.pdf,"[""Etnomatemática. Reconhecimento de Saberes. Educação de Jovens e Adultos (EJA)""]",False,57,Há páginas sem texto extraível.,"[""None"", ""Jaqueline Stefany dos Santos da Rocha"", ""RESUMO"", ""ABSTRACT"", ""LISTA DE ILUSTRAÇÃO"", ""SUMÁRIO"", ""1. INTRODUÇÃO"", ""2. MATEMÁTICA E RECONHECIMENTOS DE SABERES"", ""2. MATEMÁTICA E RECONHECIMENTOS DE SABERES > 2.1 Etnomatemática e Educação Matemática"", ""2. MATEMÁTICA E RECONHECIMENTOS DE SABERES > 2.2 Etnomatemática e Modelagem Matemática"", ""3. CAMINHOS DE IDA: OS CATADORES, SEUS SABERES E O TRABALHO COM A RECICLAGEM > 3.1 Um Quadro Geral do Contexto Pesquisado"", ""3. CAMINHOS DE IDA: OS CATADORES, SEUS SABERES E O TRABALHO COM A RECICLAGEM > 3.2  Percepções  sobre  a  Escola,  Sucesso  Escolar  e  Saberes  entre  Catadores  e Catadoras da Estrutural"", ""3. CAMINHOS DE IDA: OS CATADORES, SEUS SABERES E O TRABALHO COM A RECICLAGEM > 3.3 Entendendo os processos de trabalho e os cálculos de uma cooperativa de reciclagem da perspectiva de sua presidente"", ""4. CAMINHOS DE VOLTA: ÀS POSSIBILIDADES DE DIÁLOGO DOS CÁLCULOS E SABERES MATEMÁTICOS DAS COOPERATIVAS COM A EDUCAÇÃO FORMAL"", ""5. CONSIDERAÇÕES FINAIS"", ""6. REFERÊNCIAS"", ""ANEXO 1"", ""FICHA DE INSCRIÇÃO PROJETO 'CATANDO PALAVRAS'"", ""DADOS GERAIS"", ""TRAJETÓRIA ESCOLAR"", ""TERMO DE CONSENTIMENTO LIVRE E ESCLARtCIDO"", ""Pre1ado participante."", ""São objetivos específicos :"", ""CONSENTIMENTO  DA  PARTICIPAÇÃO DA  PESSOA  COMO  SUJEITO  DA PESQUISA"", ""Contato dos (as) estudantes responsáveis pela pesquisa:""]",2472822,warning,Etnomatemática e ensino da matemática para grupos profissionais: um estudo de caso em cooperativas de reciclagem da Cidade Estrutural-DF,2021
"O presente artigo apresenta os resultados da pesquisa realizada em um curso em Licenciatura  em  Matemática  do  IFB,  abordando  o  tema  do  uso  das  Metodologias Ativas, antes, durante e depois do período de ensino remoto. Para tal, inicialmente, analisou-se  o  impacto  do  ensino  remoto  na  forma  de  ensinar  dos  docentes  e  as transformações ocorridas em suas aulas. Posteriormente, buscou-se investigar se a utilização de tecnologias durante as aulas contribuiu para a inserção das metodologias  ativas  e  averiguar,  sob  a  perspectiva  dos  docentes,  se  a  utilização dessas tem gerado efeito positivo no processo de ensino-aprendizagem. Metodologicamente, este estudo se caracteriza como uma pesquisa de campo, com caráter  qualitativo  e  quantitativo.  A  coleta  dos  dados  foi  feita  por  meio  de  um questionário eletrônico e analisados pelo método indutivo, de maneira interpretativa. Os resultados demonstram que o período de ensino remoto gerou impacto no uso de metodologias  ativas  após  este  período,  porém  ainda  há  empecilhos  para  a  sua implementação.
",46260,JEAN CARVALHO AGUIAR DOS SANTOS,1850.4,[],True,Jeans_Santos_CEST.pdf,"[""Metodologias Ativas"", ""ensino remoto"", ""Licenciatura em Matemática""]",False,25,,"[""None"", ""Instituto Federal de Educação, Ciência e Tecnologia de Brasília Campus Estrutural"", ""Curso de Licenciatura em Matemática"", ""JEAN CARVALHO AGUIAR DOS SANTOS"", ""O USO DE METODOLOGIAS ATIVAS EM UMA LICENCIATURA EM MATEMÁTICA DO IFB:"", ""SUMÁRIO"", ""METODOLOGIAS ATIVAS EM UMA LICENCIATURA EM MATEMÁTICA DO IFB:"", ""RESUMO"", ""ABSTRACT"", ""1 INTRODUÇÃO"", ""2 O ENSINO DA MATEMÁTICA"", ""3 METODOLOGIAS ATIVAS"", ""4 METODOLOGIA"", ""5 ANÁLISE DOS DADOS COLETADOS"", ""6 CONSIDERAÇÕES FINAIS"", ""REFERÊNCIAS"", ""APÊNDICE A - QUESTIONÁRIO"", ""ANEXO A - METODOLOGIAS DE ENSINO E APRENDIZAGEM"", ""ANEXO B - METODOLOGIAS ATIVAS""]",530509,ok,"' O USO DE METODOLOGIAS ATIVAS EM UMA LICENCIATURA EM MATEMÁTICA DO IFB: uma perspectiva antes, durante e depois do período de ensino remoto.'",2023
"O presente artigo teve como objetivo aplicar os jogos africanos Oware e Senet no  ensino  de  matemática,  visando  valorizar  a  cultura  africana  e  contribuir  para  a implementação  da  Lei  10.639/03.  A  pesquisa  utilizou  metodologia  qualitativa  e quantitativa,  aplicando  os  jogos  em  duas  escolas:  Centro  de  Ensino  Médio  de Taguatinga Norte e IFB Campus Estrutural. Os resultados indicam que a aplicação desses jogos não apenas explorou conceitos matemáticos, mas também promoveu a valorização  da  cultura  africana,  alinhando-se  à  legislação.  A  experiência  prática demonstrou eficácia didática e impactos positivos na construção de uma consciência cultural mais ampla e inclusiva, porém é necessario continuidade e expansão dessas práticas para promover uma educação mais intercultural.
",54870,João Miguel Martins Fontinele Almeida,1959.64,[],True,João_Almeida_CEST.pdf,"[""Cultura"", ""ensino"", ""Oware"", ""senet""]",False,28,,"[""None"", ""Instituto Federal de Brasília Campus Estrutural Licenciatura em Matemática"", ""JOÃO MIGUEL MARTINS FONTINELE ALMEIDA"", ""JOGOS AFRICANOS NA EDUCAÇÃO MATEMÁTICA: PROMOVENDO A LEI 10.639/03"", ""RESUMO"", ""ABSTRACT"", ""SUMÁRIO"", ""1 INTRODUÇÃO"", ""2 OBJETIVOS:"", ""2.1  Objetivo Geral:"", ""2.2  Objetivo Específicos:"", ""3 DESENVOLVIMENTO"", ""3.1  Implementação desafiadora da Lei 10.639/03"", ""3.2  Etnomatemática"", ""3.3  Jogos aplicados > 3.3.1  Oware (um jogo da família Mancala)"", ""3.3  Jogos aplicados > 3.3.2  Senet"", ""4 METODOLOGIA"", ""4.1  Abordagem utilizada"", ""Descritiva:"", ""Reflexiva:"", ""4.2  Estratégia de execução do jogo"", ""5 APLICAÇÃO DOS JOGOS"", ""5.1  Aplicação do jogo Senet > 5.1.1  Execução em sala de aula"", ""5.1  Aplicação do jogo Senet > 5.1.2  Análise da aplicação > 5.1.2.1  Análise Geral"", ""5.1  Aplicação do jogo Senet > 5.1.2  Análise da aplicação > 5.1.2.2  Questionário CEMTN"", ""5.1  Aplicação do jogo Senet > 5.1.2  Análise da aplicação > 5.1.2.3  Questionário IFB"", ""5.2  Aplicação do jogo Oware > 5.2.1  Execução em sala de aula"", ""5.2  Aplicação do jogo Oware > 5.2.2  Análise dos fatos"", ""6 CONCLUSÃO"", ""REFERÊNCIAS"", ""APÊNDICE A - QUESTIONÁRIOS"", ""· Questionário Inicial"", ""• Questionário Final"", ""APÊNDICE B - DADOS BRUTOS"", ""Os dados brutos podem ser acessados a partir desse link:""]",725375,ok,JOGOS AFRICANOS NA EDUCAÇÃO MATEMÁTICA: PROMOVENDO A LEI 10.639/03 Instituto Federal de Brasília Campus Estrutural,2023
"Como proposição de pesquisa, esse trabalho irá apresentar uma possibilidade para mensurar e identificar por meio de avaliação diagnóstica, conhecimentos de matemática que estão em defasagem. Considerando que avaliação pode ser usada como leitura de prérequisitos que os estudantes possuem, propomos um diagnóstico que pode ser aplicado em larga escala, sem perder o foco no atendimento de grupos menores e/ou individuais. O método consiste no uso da análise de cluster mapeando estudantes com defasagens semelhantes a fim de obter, de modo técnico, a condição dos alunos que chegam no ensino médio do Instituto Federal de Brasília. A partir desta análise basal, apresentamos a forma de mapear este cenário.
",43393,JULIANA COSTA DO NASCIMENTO,1446.43,"[1, 4]",True,Juliana_Nascimento_CEST.pdf,"[""Avaliação"", ""Ensino de Matemática"", ""Estatística"", ""Análise de Agrupamentos""]",False,30,Há páginas sem texto extraível.,"[""Trabalho de Conclusão de Curso"", ""Instituto Federal de Brasília Campus Estrutural Licenciatura em Matemática"", ""JULIANA COSTA DO NASCIMENTO"", ""USO DA ANÁLISE DE CLUSTER EM AVALIAÇÃO DIAGNÓSTICA PARA MAPEAMENTO DE DEFASAGEM ESCOLAR"", ""BRASÍLIA JANEIRO DE 2023"", ""Juliana Costa do Nascimento"", ""Uso da análise de cluster em avaliação diagnóstica para mapeamento de defasagem escolar"", ""Sumário"", ""Resumo"", ""1 Introdução e justificativa"", ""2 Material e Métodos"", ""2.1 Considerações sobre o público estudado"", ""2.2 Conteúdo avaliado"", ""2.3 Método de análise dos dados"", ""2.4 Um pouco sobre análise de cluster"", ""3 Resultados e Discussão"", ""3.1 Aplicação da análise basal"", ""3.2 Análise qualitativa"", ""3.3 Análise quantitativa"", ""3.3 Análise quantitativa > 3.3.1 Relatório dos resultados da avaliação"", ""3.3 Análise quantitativa > 3.3.2 Análise de cluster"", ""clusters ."", ""4 Considerações finais"", ""Referências"", ""Apêndice - Avaliação basal"", ""Questão 7 -"", ""Questão 9 -"", ""Questão 9 - > B."", ""Questão 11 (7532 + 100y²) + 10(10y² - 110)"", ""Questão 11 (7532 + 100y²) + 10(10y² - 110) > B."", ""Questão 11 (7532 + 100y²) + 10(10y² - 110) > C."", ""Questão 11 (7532 + 100y²) + 10(10y² - 110) > D."", ""Apêndice - Aproveitamento de notas""]",1870383,warning,USO DA ANÁLISE DE CLUSTER EM AVALIAÇÃO DIAGNÓSTICA PARA MAPEAMENTO DE DEFASAGEM ESCOLAR,2023
